"","newspaper","year","quarter","clim_article_count","avoid","science_impacts","energy_combined","ir","irenv","kremlin","putin","center","right","energy","business","government","politics","inflation","cc_disasters","t","t_2","groups","yq"
"575","Izvestiia",2012,3,8,1,0.20618720951461,0.0007830840231691,0.0984626239624049,0.0005979825473332,1,0,0,1,1,1,0,0,0.336753231092706,0.75,12,144,"Izvestiia",2012 Q3
"576","Izvestiia",2012,4,11,1,0.126614135420823,0.0083851671597586,0.110987521788047,0.0099657992723223,1,0,0,1,1,1,0,0,0.353348120363635,0.25,12,144,"Izvestiia",2012 Q4
"577","Izvestiia",2013,1,2,1,0.0586026012024376,0.0004117937023693,0.0119365876307711,0.0017065028223442,1,0,0,1,1,1,0,0,0.373818785238483,0,13,169,"Izvestiia",2013 Q1
"578","Izvestiia",2013,2,3,1,0.0228211431822274,0.00281537450428,0.0006556553562404,0.0012795369984815,1,1,0,1,1,1,0,0,0.375767060548448,0,13,169,"Izvestiia",2013 Q2
"579","Izvestiia",2013,3,6,1,0.337027709931135,0.0732958107546437,0.0029855122338631,0.0013362089703151,1,1,0,1,1,1,0,0,0.348526051317978,0,13,169,"Izvestiia",2013 Q3
"580","Izvestiia",2013,4,11,1,0.0678678322510678,0.0498110583171183,0.16557632252966,0.174238469959164,1,1,0,1,1,1,0,0,0.349940198120343,0,13,169,"Izvestiia",2013 Q4
"581","Izvestiia",2014,1,5,1,0.0350669091276359,0.0003863757629006,0.0071484851123386,0.0002593430144771,1,1,0,1,1,1,0,0,0.349406923380523,0,14,196,"Izvestiia",2014 Q1
"582","Izvestiia",2014,2,3,1,0.218865012400784,0.0266361758331186,0.0671680991108587,0.342639884052915,1,1,0,1,1,1,0,0,0.389556355054062,0,14,196,"Izvestiia",2014 Q2
"609","Kommersant. Daily",2000,1,1,1,0.0846516618039459,0.0002503669929865,0.175729420534481,0.0018073032842949,0,1,0,1,0,1,0,0,1,0.25,0,0,"Kommersant. Daily",2000 Q1
"610","Kommersant. Daily",2000,2,4,1,0.0671773946232861,0.0030018738302715,0.199673717843325,0.0132739052514808,0,1,0,1,0,1,0,0,0.808812707151812,0.25,0,0,"Kommersant. Daily",2000 Q2
"611","Kommersant. Daily",2000,3,3,1,0.0616624630638398,0.0105559038856881,0.0144763589250942,0.002573209014372,0,1,0,1,0,1,0,0,0.774180926210774,0.25,0,0,"Kommersant. Daily",2000 Q3
"612","Kommersant. Daily",2000,4,6,1,0.171073235149379,0.016013540143831,0.039037632785039,0.0540254754232592,0,1,0,1,0,1,0,0,0.806229319681063,0.25,0,0,"Kommersant. Daily",2000 Q4
"613","Kommersant. Daily",2001,1,3,1,0.220907802926377,0.0069880639166513,0.214723432261962,0.0603560513263801,0,1,0,1,0,1,0,0,0.891478374158858,0.75,1,1,"Kommersant. Daily",2001 Q1
"614","Kommersant. Daily",2001,2,3,1,0.0694906886201352,0.0005281943740557,0.118671011898186,0.0014172179871821,0,1,0,1,0,1,0,0,0.96745038792419,0.25,1,1,"Kommersant. Daily",2001 Q2
"615","Kommersant. Daily",2001,3,10,1,0.073250763300166,0.004676718898736,0.0472011179890615,0.111193874712626,0,1,0,1,0,1,0,0,0.846699847725394,0.25,1,1,"Kommersant. Daily",2001 Q3
"616","Kommersant. Daily",2001,4,3,1,0.0057202753232559,0.0004121120691707,0.109250091261856,0.0121532678895164,0,1,0,1,0,1,0,0,0.769856421644534,0.25,1,1,"Kommersant. Daily",2001 Q4
"617","Kommersant. Daily",2002,1,4,1,0.117242219479522,0.0037554101691058,0.0237534363241138,0.0159888361667981,0,1,0,1,0,1,0,0,0.739804592589926,0.25,2,4,"Kommersant. Daily",2002 Q1
"618","Kommersant. Daily",2002,2,8,1,0.0709437361947493,0.0085446265802602,0.131270369271078,0.0410005517514946,0,1,0,1,0,1,0,0,0.66188598828305,0,2,4,"Kommersant. Daily",2002 Q2
"619","Kommersant. Daily",2002,3,13,1,0.121854734708904,0.0679626552837362,0.0323650426535095,0.0299795667833678,0,1,0,1,0,1,0,0,0.642242840676197,0,2,4,"Kommersant. Daily",2002 Q3
"620","Kommersant. Daily",2002,4,4,1,0.105094713289873,0.0103392310811614,0.063467414904153,0.0032715006818762,0,1,0,1,0,1,0,0,0.643574035400923,0.5,2,4,"Kommersant. Daily",2002 Q4
"621","Kommersant. Daily",2003,1,8,1,0.111507069785148,0.0140923658982501,0.118777142823092,0.104533966394229,0,1,0,1,0,1,0,0,0.630333463140187,0,3,9,"Kommersant. Daily",2003 Q1
"622","Kommersant. Daily",2003,2,10,1,0.0136344819475198,0.0780679951021739,0.10660553023763,0.0313198307776474,0,1,0,1,0,1,0,0,0.610776261489993,0,3,9,"Kommersant. Daily",2003 Q2
"623","Kommersant. Daily",2003,3,11,1,0.111719285276195,0.0197470174243791,0.0275205059915607,0.0931402608403005,0,1,0,1,0,1,0,0,0.592493336712433,0.25,3,9,"Kommersant. Daily",2003 Q3
"624","Kommersant. Daily",2003,4,5,1,0.0362617736391258,0.181852382433135,0.0135914898783085,0.224396932280797,0,1,0,1,0,1,0,0,0.559013345426328,0,3,9,"Kommersant. Daily",2003 Q4
"625","Kommersant. Daily",2004,1,6,1,0.0313032908015884,0.0629232035325913,0.0048909806582742,0.414649858998018,0,1,0,1,0,1,0,0,0.495309291665186,0,4,16,"Kommersant. Daily",2004 Q1
"626","Kommersant. Daily",2004,2,8,1,0.0376876125956187,0.0024982584782266,0.0657968493005682,0.336309589161829,0,1,0,1,0,1,0,0,0.477891290568014,0.25,4,16,"Kommersant. Daily",2004 Q2
"627","Kommersant. Daily",2004,3,3,1,0.007284582417924,0.0006782351701986,0.0008925038418965,0.48174462467432,0,1,0,1,0,1,0,0,0.507187933561066,0.5,4,16,"Kommersant. Daily",2004 Q3
"628","Kommersant. Daily",2004,4,14,1,0.0184582766523818,0.0384568841668625,0.0467972014203042,0.352681442260291,0,1,0,1,0,1,0,0,0.529112007172651,0,4,16,"Kommersant. Daily",2004 Q4
"629","Kommersant. Daily",2005,1,12,1,0.0582952092154301,0.0720834490002744,0.011321364746891,0.203361654488617,0,1,0,1,0,1,0,0,0.577889240386982,0.5,5,25,"Kommersant. Daily",2005 Q1
"630","Kommersant. Daily",2005,2,12,1,0.0429821849174914,0.109178450408308,0.0711875745432735,0.0939266889345163,0,1,0,1,0,1,0,0,0.600440662564324,0,5,25,"Kommersant. Daily",2005 Q2
"631","Kommersant. Daily",2005,3,15,1,0.019712807959877,0.0436851938848122,0.0557546047486994,0.106410691567362,0,1,0,1,0,1,0,0,0.56397920034994,0,5,25,"Kommersant. Daily",2005 Q3
"632","Kommersant. Daily",2005,4,10,1,0.00412579857948,0.235152352215664,0.0363903711559033,0.200217345740384,0,1,0,1,0,1,0,0,0.516752295590889,0,5,25,"Kommersant. Daily",2005 Q4
"633","Kommersant. Daily",2006,1,10,1,0.0557061579966103,0.0893369259447354,0.0242277528623163,0.180734722682246,0,1,0,1,0,1,0,0,0.501506621236659,0.25,6,36,"Kommersant. Daily",2006 Q1
"634","Kommersant. Daily",2006,2,5,1,0.0319203350081807,0.0107475580325627,0.016862854554347,0.0105498392040317,0,1,0,1,0,1,0,0,0.452982615546285,0,6,36,"Kommersant. Daily",2006 Q2
"635","Kommersant. Daily",2006,3,10,1,0.0892543208501592,0.0288192001198696,0.110687356357175,0.0034179009689979,0,1,0,1,0,1,0,0,0.452584919130148,0,6,36,"Kommersant. Daily",2006 Q3
"636","Kommersant. Daily",2006,4,8,1,0.0510450381116243,0.0547894269739118,0.136186809733772,0.161256494269764,0,1,0,1,0,1,0,0,0.440804676816964,0,6,36,"Kommersant. Daily",2006 Q4
"637","Kommersant. Daily",2007,1,31,1,0.032729073439441,0.0580432271704012,0.210124032256203,0.0162961886971971,0,1,0,1,1,1,0,0,0.39465240387255,0.25,7,49,"Kommersant. Daily",2007 Q1
"638","Kommersant. Daily",2007,2,26,1,0.03132317204836,0.0239651039270257,0.224557703509277,0.0178183276079835,0,1,0,1,1,1,0,0,0.402187883530274,0,7,49,"Kommersant. Daily",2007 Q2
"639","Kommersant. Daily",2007,3,17,1,0.052018132097146,0.0147373792062808,0.187477204665129,0.0148338173075899,0,1,0,1,1,1,0,0,0.43468678179987,0,7,49,"Kommersant. Daily",2007 Q3
"640","Kommersant. Daily",2007,4,30,1,0.0479192661241541,0.0600420510837693,0.164262898890342,0.0366022812258961,0,1,0,1,1,1,0,0,0.519998889874213,0,7,49,"Kommersant. Daily",2007 Q4
"641","Kommersant. Daily",2008,1,19,1,0.0620985799432674,0.063778050866631,0.173735174842477,0.0201139311175211,0,1,0,1,1,1,0,0,0.569963201811773,0,8,64,"Kommersant. Daily",2008 Q1
"642","Kommersant. Daily",2008,2,22,1,0.0375907210745936,0.0613304641799459,0.173046555542214,0.0056732410876066,0,0,0,1,1,1,0,0,0.638828224893498,0,8,64,"Kommersant. Daily",2008 Q2
"643","Kommersant. Daily",2008,3,10,1,0.0369205940369283,0.0036448310520427,0.212960991794716,0.0010235521585855,0,0,0,1,1,1,0,0,0.640984045459332,0,8,64,"Kommersant. Daily",2008 Q3
"644","Kommersant. Daily",2008,4,21,1,0.0541859983859468,0.0237846784132216,0.201779311834343,0.0149771792875981,0,0,0,1,1,1,0,0,0.600353236743511,0,8,64,"Kommersant. Daily",2008 Q4
"645","Kommersant. Daily",2009,1,8,1,0.0068438248781604,0.0543749197931902,0.216967452538483,0.0019096698197245,0,0,0,1,1,1,0,0,0.599927491209863,0,9,81,"Kommersant. Daily",2009 Q1
"646","Kommersant. Daily",2009,2,10,1,0.0119226101887762,0.0494326119978723,0.0499947193075059,0.0208840023969969,0,0,0,1,1,1,0,0,0.555621838291579,0,9,81,"Kommersant. Daily",2009 Q2
"647","Kommersant. Daily",2009,3,9,1,0.0133096635909169,0.0537526844068452,0.112342241405258,0.0774031119071878,0,0,0,1,1,1,0,0,0.521655199370088,0,9,81,"Kommersant. Daily",2009 Q3
"648","Kommersant. Daily",2009,4,27,1,0.0491419809877698,0.0557114692201139,0.0099260421679901,0.255394515917032,0,0,0,1,1,1,0,0,0.445392255695573,0,9,81,"Kommersant. Daily",2009 Q4
"649","Kommersant. Daily",2010,1,15,1,0.0913590111777012,0.0292595362548127,0.138139117952051,0.0152645822963677,0,0,0,1,1,1,0,0,0.377569819677756,0.25,10,100,"Kommersant. Daily",2010 Q1
"650","Kommersant. Daily",2010,2,8,1,0.013650036569743,0.0204072185561017,0.0987029914640516,0.0900293913764472,0,0,0,1,1,1,0,0,0.333034150335597,1,10,100,"Kommersant. Daily",2010 Q2
"651","Kommersant. Daily",2010,3,9,1,0.0503567315317923,0.0263447002816974,0.0588228219953635,0.0359358502282703,0,0,0,1,1,1,0,0,0.342072659713514,1,10,100,"Kommersant. Daily",2010 Q3
"652","Kommersant. Daily",2010,4,6,1,0.0059551071317401,0.001886763220682,0.0694402103272296,0.13691661644043,0,0,0,1,1,1,0,0,0.40807347402584,0.25,10,100,"Kommersant. Daily",2010 Q4
"653","Kommersant. Daily",2011,1,3,1,0.0016405251153628,0.335554612110172,0.0010819405997608,0.0008297051535919,0,0,0,1,1,1,0,0,0.455390388676189,0,11,121,"Kommersant. Daily",2011 Q1
"654","Kommersant. Daily",2011,2,11,1,0.0230847195416573,0.128676706065107,0.0773818680258955,0.0382722390368144,0,0,0,1,1,1,0,0,0.456345458850721,0,11,121,"Kommersant. Daily",2011 Q2
"655","Kommersant. Daily",2011,3,6,1,0.0266310089791659,0.0790592822550025,0.0449647451750934,0.137809080420993,0,0,0,1,1,1,0,0,0.407920945565804,0.25,11,121,"Kommersant. Daily",2011 Q3
"656","Kommersant. Daily",2011,4,3,1,0.104389754909789,0.0944764605083037,0.0008007185351744,0.460780517358217,0,0,0,1,1,1,0,0,0.359477785992542,0,11,121,"Kommersant. Daily",2011 Q4
"657","Kommersant. Daily",2012,1,1,1,0.0224036739673465,0.0004478506743908,0.323137482926541,0.0003006061597262,0,0,0,1,1,1,0,0,0.262914361820935,0.5,12,144,"Kommersant. Daily",2012 Q1
"658","Kommersant. Daily",2012,2,5,1,0.0507426394324284,0.0455816438116016,0.0943533411846147,0.0034858264625655,0,0,0,1,1,1,0,0,0.261877466542235,0.25,12,144,"Kommersant. Daily",2012 Q2
"659","Kommersant. Daily",2012,3,4,1,0.0512206985149533,0.0359750680636353,0.0347315915087165,0.129808974750631,0,0,0,1,1,1,0,0,0.336753231092706,0.75,12,144,"Kommersant. Daily",2012 Q3
"660","Kommersant. Daily",2012,4,4,1,0.0258263595314929,0.0263528568884794,0.0129363406449556,0.546242326498032,0,0,0,1,1,1,0,0,0.353348120363635,0.25,12,144,"Kommersant. Daily",2012 Q4
"661","Kommersant. Daily",2013,1,5,1,0.0279874202824431,0.0165220744984253,0.0821528732976731,0.0781512745707005,0,0,0,1,1,1,0,0,0.373818785238483,0,13,169,"Kommersant. Daily",2013 Q1
"662","Kommersant. Daily",2013,2,2,1,0.0281087597832084,0.0541321354830871,0.0098404079581087,0.251505765903857,0,1,0,1,1,1,0,0,0.375767060548448,0,13,169,"Kommersant. Daily",2013 Q2
"663","Kommersant. Daily",2013,3,1,1,0.226918034255505,0.0864550967016839,0.0005087756144349,0.0002595141995698,0,1,0,1,1,1,0,0,0.348526051317978,0,13,169,"Kommersant. Daily",2013 Q3
"664","Kommersant. Daily",2013,4,12,1,0.0514406464462809,0.0978083141276328,0.0247473123613417,0.140552391898382,0,1,0,1,1,1,0,0,0.349940198120343,0,13,169,"Kommersant. Daily",2013 Q4
"665","Kommersant. Daily",2014,1,1,1,0.0526538367848843,0.00048327803961,0.294907722716744,0.0003243857063353,0,1,0,1,1,1,0,0,0.349406923380523,0,14,196,"Kommersant. Daily",2014 Q1
"666","Kommersant. Daily",2014,2,1,1,0.148520125541836,0.344397766784823,0.0006400059137377,0.114963598549366,0,1,0,1,1,1,0,0,0.389556355054062,0,14,196,"Kommersant. Daily",2014 Q2
"777","Komsomol'skaia pravda",2000,1,4,1,0.4696173844859,0.005127570584591,0.0188608124499296,0.0002952037175419,1,1,0,1,1,1,0,0,1,0.25,0,0,"Komsomol'skaia pravda",2000 Q1
"778","Komsomol'skaia pravda",2000,2,2,1,0.137318480003159,0.0318710031751835,0.125236827674598,0.0101994828073657,1,1,0,1,1,1,0,0,0.808812707151812,0.25,0,0,"Komsomol'skaia pravda",2000 Q2
"779","Komsomol'skaia pravda",2000,3,1,1,0.0145358832087368,0.178212910213915,0.0005179537620279,0.0054183783940971,1,1,0,1,1,1,0,0,0.774180926210774,0.25,0,0,"Komsomol'skaia pravda",2000 Q3
"780","Komsomol'skaia pravda",2000,4,6,1,0.392872233060188,0.0346936910846126,0.0129716268393167,0.0237201858253684,1,1,0,1,1,1,0,0,0.806229319681063,0.25,0,0,"Komsomol'skaia pravda",2000 Q4
"781","Komsomol'skaia pravda",2001,1,5,1,0.249388653493952,0.02135806543356,0.0212560976551686,0.001659149012994,1,1,0,1,1,1,0,0,0.891478374158858,0.75,1,1,"Komsomol'skaia pravda",2001 Q1
"782","Komsomol'skaia pravda",2001,2,4,1,0.367790413452894,0.0015714941237093,0.0110193581604108,0.0008633578472654,1,1,0,1,1,1,0,0,0.96745038792419,0.25,1,1,"Komsomol'skaia pravda",2001 Q2
"783","Komsomol'skaia pravda",2001,3,5,1,0.2560153056329,0.0047429153910344,0.0104485585452494,0.048522794033488,1,1,0,1,1,1,0,0,0.846699847725394,0.25,1,1,"Komsomol'skaia pravda",2001 Q3
"784","Komsomol'skaia pravda",2001,4,4,1,0.111645475204568,0.0232041689723701,0.0011318227525408,0.0008263397321571,1,1,0,1,1,1,0,0,0.769856421644534,0.25,1,1,"Komsomol'skaia pravda",2001 Q4
"785","Komsomol'skaia pravda",2002,1,3,1,0.20692506172054,0.0004121176316403,0.0339077229145915,0.0002766214456642,1,1,0,1,1,1,0,0,0.739804592589926,0.25,2,4,"Komsomol'skaia pravda",2002 Q1
"786","Komsomol'skaia pravda",2002,2,7,1,0.325952355429763,0.0037511164159695,0.0054011227575756,0.0002778815542115,1,1,0,1,1,1,0,0,0.66188598828305,0,2,4,"Komsomol'skaia pravda",2002 Q2
"787","Komsomol'skaia pravda",2002,3,8,1,0.31679793499643,0.0012416914496498,0.0340117339737845,0.0004695310417446,1,1,0,1,1,1,0,0,0.642242840676197,0,2,4,"Komsomol'skaia pravda",2002 Q3
"788","Komsomol'skaia pravda",2002,4,4,1,0.0294218432536582,0.0106046528817387,0.16353045235337,0.0022507277462864,1,1,0,1,1,1,0,0,0.643574035400923,0.5,2,4,"Komsomol'skaia pravda",2002 Q4
"789","Komsomol'skaia pravda",2003,1,7,1,0.274790061739623,0.0057075228869508,0.0226236692797102,0.0004106508131372,1,1,0,1,1,1,0,0,0.630333463140187,0,3,9,"Komsomol'skaia pravda",2003 Q1
"790","Komsomol'skaia pravda",2003,2,3,1,0.417396749238833,0.0003675562747958,0.0004836749667447,0.0002467109879944,1,1,0,1,1,1,0,0,0.610776261489993,0,3,9,"Komsomol'skaia pravda",2003 Q2
"791","Komsomol'skaia pravda",2003,3,6,1,0.213349824305624,0.0050384818277962,0.0085903808085277,0.03884508000192,1,1,0,1,1,1,0,0,0.592493336712433,0.25,3,9,"Komsomol'skaia pravda",2003 Q3
"792","Komsomol'skaia pravda",2003,4,6,1,0.263516768347472,0.0017397637584509,0.005430386368971,0.122941418077971,1,1,0,1,1,1,0,0,0.559013345426328,0,3,9,"Komsomol'skaia pravda",2003 Q4
"793","Komsomol'skaia pravda",2004,1,3,1,0.211472195922397,0.0041513710075378,0.0303815308252524,0.0010073710800498,1,1,0,1,1,1,0,0,0.495309291665186,0,4,16,"Komsomol'skaia pravda",2004 Q1
"794","Komsomol'skaia pravda",2004,2,4,1,0.360805346717825,0.0424293408359517,0.0006370137289196,0.0823909732716857,1,1,0,1,1,1,0,0,0.477891290568014,0.25,4,16,"Komsomol'skaia pravda",2004 Q2
"795","Komsomol'skaia pravda",2004,3,3,1,0.278229600109626,0.0015749339108879,0.0016697834398656,0.0003267488209531,1,1,0,1,1,1,0,0,0.507187933561066,0.5,4,16,"Komsomol'skaia pravda",2004 Q3
"796","Komsomol'skaia pravda",2004,4,2,1,0.0175706474110485,0.0007447856041835,0.0009800789994188,0.226035432424396,1,1,0,1,1,1,0,0,0.529112007172651,0,4,16,"Komsomol'skaia pravda",2004 Q4
"797","Komsomol'skaia pravda",2005,1,5,1,0.319201650912873,0.0004553167200356,0.008895650354134,0.0155939708856749,1,1,0,1,1,1,0,0,0.577889240386982,0.5,5,25,"Komsomol'skaia pravda",2005 Q1
"798","Komsomol'skaia pravda",2005,2,2,1,0.237488371320069,0.0007025535305729,0.003233158866351,0.000471567720524,1,1,0,1,1,1,0,0,0.600440662564324,0,5,25,"Komsomol'skaia pravda",2005 Q2
"799","Komsomol'skaia pravda",2005,3,4,1,0.322000797576038,0.0191404339584551,0.0007402886931231,0.0003776034718612,1,1,0,1,1,1,0,0,0.56397920034994,0,5,25,"Komsomol'skaia pravda",2005 Q3
"800","Komsomol'skaia pravda",2005,4,2,1,0.0146583170280792,0.0278490027994849,0.0426595786884718,0.0015293788019335,1,1,0,1,1,1,0,0,0.516752295590889,0,5,25,"Komsomol'skaia pravda",2005 Q4
"801","Komsomol'skaia pravda",2006,1,5,1,0.296097951111733,0.0123510138791971,0.13870911646336,0.0125233529652178,1,1,0,1,1,1,0,0,0.501506621236659,0.25,6,36,"Komsomol'skaia pravda",2006 Q1
"802","Komsomol'skaia pravda",2006,2,3,1,0.307481654017465,0.0075037553342554,0.0004777667254529,0.0002436973300064,1,1,0,1,1,1,0,0,0.452982615546285,0,6,36,"Komsomol'skaia pravda",2006 Q2
"803","Komsomol'skaia pravda",2006,3,1,1,0.0449244328774511,0.0018847866449505,0.0395015668182168,0.0012651057913899,1,1,0,1,1,1,0,0,0.452584919130148,0,6,36,"Komsomol'skaia pravda",2006 Q3
"804","Komsomol'skaia pravda",2006,4,4,1,0.397831623646198,0.0790094708354445,0.0020517330794974,0.0004203606149531,1,1,0,1,1,1,0,0,0.440804676816964,0,6,36,"Komsomol'skaia pravda",2006 Q4
"805","Komsomol'skaia pravda",2007,1,6,1,0.301916192234785,0.0010181890902458,0.0087876575926202,0.0013590268845292,1,1,1,0,1,1,0,0,0.39465240387255,0.25,7,49,"Komsomol'skaia pravda",2007 Q1
"806","Komsomol'skaia pravda",2007,2,9,1,0.181644469703315,0.0075502664835767,0.0696608433931942,0.0027350278451195,1,1,1,0,1,1,0,0,0.402187883530274,0,7,49,"Komsomol'skaia pravda",2007 Q2
"807","Komsomol'skaia pravda",2007,3,11,1,0.110262462476385,0.0015685840799051,0.0257546060165623,0.0039509773941973,1,1,1,0,1,1,0,0,0.43468678179987,0,7,49,"Komsomol'skaia pravda",2007 Q3
"808","Komsomol'skaia pravda",2007,4,8,1,0.220051927062741,0.0240691315839285,0.01154878082707,0.0131743003403244,1,1,1,0,1,1,0,0,0.519998889874213,0,7,49,"Komsomol'skaia pravda",2007 Q4
"809","Komsomol'skaia pravda",2008,1,2,1,0.27639463020023,0.0004557751490211,0.0233825289978995,0.0063813281449256,1,1,1,0,1,1,0,0,0.569963201811773,0,8,64,"Komsomol'skaia pravda",2008 Q1
"810","Komsomol'skaia pravda",2008,2,6,1,0.202620283074793,0.0153118904609073,0.0308836810791035,0.0003295251080999,1,0,1,0,1,1,0,0,0.638828224893498,0,8,64,"Komsomol'skaia pravda",2008 Q2
"811","Komsomol'skaia pravda",2008,3,4,1,0.0671187155385269,0.113788513308464,0.005584339136476,0.0002900727413362,1,0,1,0,1,1,0,0,0.640984045459332,0,8,64,"Komsomol'skaia pravda",2008 Q3
"812","Komsomol'skaia pravda",2008,4,4,1,0.212869254290126,0.11402702756277,0.0163342773175828,0.000349450550857,1,0,1,0,1,1,0,0,0.600353236743511,0,8,64,"Komsomol'skaia pravda",2008 Q4
"813","Komsomol'skaia pravda",2009,1,4,1,0.10934574357816,0.0007232696734718,0.003236799097067,0.0004854728031205,1,0,1,0,1,1,0,0,0.599927491209863,0,9,81,"Komsomol'skaia pravda",2009 Q1
"814","Komsomol'skaia pravda",2009,2,5,1,0.378708301301231,0.0121853114087571,0.0115277368158786,0.0063789415180509,1,0,1,0,1,1,0,0,0.555621838291579,0,9,81,"Komsomol'skaia pravda",2009 Q2
"815","Komsomol'skaia pravda",2009,3,5,1,0.244697362562874,0.0321085973573645,0.0062257626668725,0.0480290904924914,1,0,1,0,1,1,0,0,0.521655199370088,0,9,81,"Komsomol'skaia pravda",2009 Q3
"816","Komsomol'skaia pravda",2009,4,19,1,0.247247767842055,0.0144024516439458,0.0236651124685068,0.04085266196671,1,0,1,0,1,1,0,0,0.445392255695573,0,9,81,"Komsomol'skaia pravda",2009 Q4
"817","Komsomol'skaia pravda",2010,1,6,1,0.292143229191424,0.0121318711935601,0.0129345368832219,0.0061681881416007,1,0,1,0,1,1,0,0,0.377569819677756,0.25,10,100,"Komsomol'skaia pravda",2010 Q1
"818","Komsomol'skaia pravda",2010,2,11,1,0.247401391116,0.0306845758886993,0.066444898348891,0.0083926225852338,1,0,1,0,1,1,0,0,0.333034150335597,1,10,100,"Komsomol'skaia pravda",2010 Q2
"819","Komsomol'skaia pravda",2010,3,12,1,0.228789811160823,0.0046178300954125,0.0423374695160419,0.0011180910514668,1,0,1,0,1,1,0,0,0.342072659713514,1,10,100,"Komsomol'skaia pravda",2010 Q3
"820","Komsomol'skaia pravda",2010,4,10,1,0.0848545253829798,0.0079422370617977,0.0989345126827174,0.0025269975594711,1,0,1,0,1,1,0,0,0.40807347402584,0.25,10,100,"Komsomol'skaia pravda",2010 Q4
"821","Komsomol'skaia pravda",2011,1,8,1,0.18924321958184,0.0382549714158813,0.159565788047985,0.0043476809532876,1,0,1,0,1,1,0,0,0.455390388676189,0,11,121,"Komsomol'skaia pravda",2011 Q1
"822","Komsomol'skaia pravda",2011,2,6,1,0.231252866171417,0.000540578037544,0.0721869020935628,0.0003628466001828,1,0,1,0,1,1,0,0,0.456345458850721,0,11,121,"Komsomol'skaia pravda",2011 Q2
"823","Komsomol'skaia pravda",2011,3,6,1,0.29880044310994,0.0302463648113189,0.0222022382463365,0.0733739872757724,1,0,1,0,1,1,0,0,0.407920945565804,0.25,11,121,"Komsomol'skaia pravda",2011 Q3
"824","Komsomol'skaia pravda",2011,4,8,1,0.362971862974518,0.0010139018004338,0.0113215403184768,0.0254740720502014,1,0,1,0,1,1,0,0,0.359477785992542,0,11,121,"Komsomol'skaia pravda",2011 Q4
"825","Komsomol'skaia pravda",2012,1,7,1,0.136258221806202,0.185345550491547,0.0144217235610995,0.015804234353709,1,0,1,0,1,1,0,0,0.262914361820935,0.5,12,144,"Komsomol'skaia pravda",2012 Q1
"826","Komsomol'skaia pravda",2012,2,5,1,0.311709394722129,0.0045426438591676,0.0005880363769393,0.0025628586445237,1,0,1,0,1,1,0,0,0.261877466542235,0.25,12,144,"Komsomol'skaia pravda",2012 Q2
"827","Komsomol'skaia pravda",2012,3,4,1,0.127681577359908,0.0188632354056609,0.195897819753554,0.0030382875665964,1,0,1,0,1,1,0,0,0.336753231092706,0.75,12,144,"Komsomol'skaia pravda",2012 Q3
"828","Komsomol'skaia pravda",2012,4,7,1,0.188123226267635,0.0055224008974619,0.0064271491282853,0.0382804914479493,1,0,1,0,1,1,0,0,0.353348120363635,0.25,12,144,"Komsomol'skaia pravda",2012 Q4
"829","Komsomol'skaia pravda",2013,1,7,1,0.25124608851911,0.0046832885745971,0.0010426428480059,0.0027185510916752,1,0,1,0,1,1,0,0,0.373818785238483,0,13,169,"Komsomol'skaia pravda",2013 Q1
"830","Komsomol'skaia pravda",2013,2,7,1,0.120519664153107,0.0024421582456852,0.0444468896293984,0.0026440300825925,1,1,1,0,1,1,0,0,0.375767060548448,0,13,169,"Komsomol'skaia pravda",2013 Q2
"831","Komsomol'skaia pravda",2013,3,8,1,0.18619782722817,0.0097693821162466,0.0547603591658117,0.0025411841925234,1,1,1,0,1,1,0,0,0.348526051317978,0,13,169,"Komsomol'skaia pravda",2013 Q3
"832","Komsomol'skaia pravda",2013,4,6,1,0.27552850630309,0.0008407899176745,0.0024709972267374,0.0009276640412281,1,1,1,0,1,1,0,0,0.349940198120343,0,13,169,"Komsomol'skaia pravda",2013 Q4
"833","Komsomol'skaia pravda",2014,1,2,1,0.0175107780378312,0.0183399895613548,0.0019718172698049,0.001005776663078,1,1,1,0,1,1,0,0,0.349406923380523,0,14,196,"Komsomol'skaia pravda",2014 Q1
"834","Komsomol'skaia pravda",2014,2,3,1,0.557183180004358,0.0013111176685925,0.000516327612786,0.0002633663098095,1,1,1,0,1,1,0,0,0.389556355054062,0,14,196,"Komsomol'skaia pravda",2014 Q2
"861","Literaturnaia gazeta",2000,1,1,1,0.0051418362418189,0.0004787335856236,0.0883948168775533,0.0003213353920728,1,1,1,0,0,0,0,0,1,0.25,0,0,"Literaturnaia gazeta",2000 Q1
"862","Literaturnaia gazeta",2000,2,2,1,0.255128495555255,0.0215924751719285,0.025429044098928,0.0070509560973733,1,1,1,0,0,0,0,0,0.808812707151812,0.25,0,0,"Literaturnaia gazeta",2000 Q2
"863","Literaturnaia gazeta",2000,3,1,1,0.387805804610252,0.0687725950338063,0.0552869790117257,0.0003498464357108,1,1,1,0,0,0,0,0,0.774180926210774,0.25,0,0,"Literaturnaia gazeta",2000 Q3
"864","Literaturnaia gazeta",2000,4,3,1,0.0728587368503213,0.0161052280254808,0.0212466348275484,0.0002597264392534,1,1,1,0,0,0,0,0,0.806229319681063,0.25,0,0,"Literaturnaia gazeta",2000 Q4
"865","Literaturnaia gazeta",2001,1,7,1,0.348330066975905,0.0087419005667472,0.016193695464608,0.0083520670705184,1,1,1,0,0,0,0,0,0.891478374158858,0.75,1,1,"Literaturnaia gazeta",2001 Q1
